trial,total_students,total_companies,companies_ranked,avg_company_ranking,company_popularity_std,company_ranking_skewness,company_ranking_kurtosis,company_entropy,company_outlier_count,company_outlier_percentage,highly_ranked_outlier_count,highly_ranked_outlier_percentage,lowly_ranked_outlier_count,lowly_ranked_outlier_percentage,best_company_avg_ranking,worst_company_avg_ranking,company_ranking_range,top_company,top_company_score,second_company,second_company_score,third_company,third_company_score,most_included_company,most_included_count,company_score_range,total_rankings_given,total_unranked_assignments
463,30,30,30,2.976269841269841,0.6786994634617004,-0.36758321202789285,-0.5825753887216782,2.4464393446710155,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,Crimson Arc Media,21.77777777777778,Cobalt Circuitry,21.375,PeakVista Partners,19.444444444444443,Cobalt Circuitry,3,2.3333333333333357,150,750
464,30,30,30,3.0701984126984128,0.6557306313836073,0.23958721085770798,0.5606178938289457,2.4242103996847297,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.5,4.666666666666667,3.166666666666667,Solaris Systems,24.8,Orion Synergy,24.21875,LuxeLoom Enterprises,24.025,EverVault Enterprises,3,0.7750000000000021,150,750
465,30,30,28,2.9958191609977325,0.650659436015641,-0.07261321880352338,-0.6539671843630512,2.4132276920698406,0,0.0,0,0.0,0,0.0,1.6,4.25,2.65,FusionBridge Networks,19.642857142857142,EchoSphere Analytics,19.53125,Aurora Axis,18.071428571428573,Vortex Venture Group,3,1.5714285714285694,150,750
466,30,30,30,2.9850925925925926,0.666537982693495,0.07681436764509088,-0.8636494154741174,2.4015152803175135,0,0.0,0,0.0,0,0.0,1.8,4.333333333333333,2.533333333333333,Catalyst Core,22.0,EverVault Enterprises,21.77777777777778,Cobalt Circuitry,21.09375,Quantum Forge,4,0.90625,150,750
467,30,30,30,3.0311111111111106,0.4603865301218769,-0.8361506386857459,1.6615753615473432,1.9232314287976207,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.6,4.0,2.4,Catalyst Core,25.5,EchoSphere Analytics,18.208333333333332,HarborWay Holdings,18.071428571428573,Solaris Systems,3,7.428571428571427,150,750
468,30,30,30,2.9771031746031746,0.6071247805691627,0.019398410639825756,-0.7164571713887264,2.3764438290006864,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.166666666666667,2.5,StellarPath Logistics,19.53125,PeakVista Partners,19.375,PrismPoint Studios,18.857142857142858,BlueFern BioTech,5,0.6741071428571423,150,750
469,30,30,30,2.9098460798460803,0.7170680537695892,0.21542061722267522,-0.6205807585471872,2.3995812306460644,0,0.0,0,0.0,0,0.0,1.5,4.25,2.75,BlueFern BioTech,27.75,Cobalt Circuitry,22.40909090909091,Nebula Dynamics,21.77777777777778,Catalyst Core,4,5.972222222222221,150,750
470,30,30,29,3.004026720406031,0.6484268789813622,-0.1188341265619927,-0.6685144685308351,2.4007008251675708,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,ZenithWorks,23.181818181818183,FusionBridge Networks,19.642857142857142,Catalyst Core,18.857142857142858,Nimbus Nexus,4,4.324675324675326,150,750
471,30,30,30,3.009404761904761,0.6556986336906109,-0.36903138934406965,-0.4018121619542563,2.2384323354415097,0,0.0,0,0.0,0,0.0,1.6,4.333333333333333,2.733333333333333,Orion Synergy,21.875,StellarPath Logistics,21.875,Ascendify Technologies,18.208333333333332,IronClad Systems,4,3.666666666666668,150,750
472,30,30,30,2.9398941798941793,0.7155797782003303,-0.6786144953608603,0.2679513491801253,2.383382853628069,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.166666666666667,3.166666666666667,ZenithWorks,28.125,Quantum Forge,21.7,HydraFlux Labs,18.666666666666668,IronClad Systems,3,9.458333333333332,150,750
473,30,30,30,3.0910317460317454,0.8109149306131674,0.7276410035541142,-0.3800738740865919,2.5348486136508463,0,0.0,0,0.0,0,0.0,2.0,5.0,3.0,LuxeLoom Enterprises,21.875,Ascendify Technologies,20.925,ZenithWorks,20.428571428571427,Nebula Dynamics,4,1.446428571428573,150,750
474,30,30,30,2.944166666666667,0.7654433174456631,-0.16929926809939597,-0.8433257445011813,2.5575437330180635,0,0.0,0,0.0,0,0.0,1.5,4.333333333333333,2.833333333333333,Lumeon Strategies,19.791666666666668,PeakVista Partners,18.75,DeltaBloom Group,18.208333333333332,EverVault Enterprises,3,1.5833333333333357,150,750
475,30,30,30,3.012195767195767,0.5871498886498682,0.42796109415310357,-0.1624097224535772,2.1819370635467035,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,Solaris Systems,22.65625,Quantum Forge,22.555555555555557,Nimbus Nexus,22.0,Vertex Valley Ventures,4,0.65625,150,750
476,30,30,30,2.986732804232804,0.7066651965700531,0.08853217705109401,-0.6423577575375266,2.386569246460625,0,0.0,0,0.0,0,0.0,1.5,4.333333333333333,2.833333333333333,Orion Synergy,27.125,Solaris Systems,21.09375,Quantum Forge,18.857142857142858,Ascendify Technologies,3,8.267857142857142,150,750
477,30,30,30,2.9524074074074074,0.5625491116670872,-0.029710520175089277,-0.39576784779148655,2.14197056912214,0,0.0,0,0.0,0,0.0,1.8,4.25,2.45,Vortex Venture Group,24.11111111111111,Magnetar Innovations,21.09375,EverVault Enterprises,17.96875,ZenithWorks,4,6.142361111111111,150,750
478,30,30,30,3.0812301587301585,0.7296233382605314,0.4056311326928937,0.3968724334084892,2.557543733018063,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,5.0,3.333333333333333,Catalyst Core,21.7,TerraNova Solutions,21.09375,Magnetar Innovations,20.583333333333332,Nebula Dynamics,4,1.1166666666666671,150,750
479,30,30,30,2.951164021164021,0.6076313950155181,-0.8476074842901845,0.6814238933633403,2.2231543191951553,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.2,4.0,2.8,Cobalt Circuitry,20.925,StellarPath Logistics,20.3125,Vertex Valley Ventures,20.22222222222222,LuxeLoom Enterprises,4,0.7027777777777793,150,750
480,30,30,28,3.0304988662131516,0.584147835133689,0.45967986758140134,0.08625970593599641,2.2194935020012836,1,3.571428571428571,0,0.0,1,3.571428571428571,2.0,4.5,2.5,Catalyst Core,22.555555555555557,Magnetar Innovations,21.7,Ascendify Technologies,21.214285714285715,StellarPath Logistics,5,1.3412698412698418,150,750
481,30,30,30,3.0155555555555558,0.709641711023733,0.1418119509977242,0.9146269636665476,2.4098036161670766,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.25,5.0,3.75,Aurora Axis,25.575,DeltaBloom Group,21.0,Ascendify Technologies,20.3125,TerraNova Solutions,3,5.262499999999999,150,750
482,30,30,30,3.0271560846560845,0.7722887490126811,0.06837942291262128,0.0408924620030402,2.54043331361882,0,0.0,0,0.0,0,0.0,1.3333333333333333,5.0,3.666666666666667,Magnetar Innovations,24.88888888888889,Solaris Systems,22.166666666666668,TerraNova Solutions,20.428571428571427,HarborWay Holdings,3,4.460317460317462,150,750
483,30,30,30,2.887883597883598,0.808489715422188,-0.5345906880405223,-0.10868530847847557,2.590759147096384,0,0.0,0,0.0,0,0.0,1.0,4.166666666666667,3.166666666666667,Lumeon Strategies,18.857142857142858,Orion Synergy,18.208333333333332,Aurora Axis,17.416666666666668,Cobalt Circuitry,5,1.4404761904761898,150,750
484,30,30,30,2.8581493506493505,0.743130235525514,-0.40223412978425566,0.2508645154330815,2.40237633194961,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.5,3.5,Magnetar Innovations,24.727272727272727,HarborWay Holdings,21.214285714285715,StellarPath Logistics,21.0,TerraNova Solutions,3,3.7272727272727266,150,750
485,30,30,30,2.9627380952380955,0.6755452677135402,-0.15134522592728758,0.3074736505592681,2.236452797660028,4,13.333333333333334,3,10.0,1,3.3333333333333335,1.5,4.6,3.0999999999999996,Ascendify Technologies,25.666666666666668,DeltaBloom Group,19.642857142857142,Solaris Systems,18.75,LuxeLoom Enterprises,3,6.916666666666668,150,750
486,30,30,30,3.0198412698412698,0.7196092259425558,0.27280044603546716,-0.27597835092402523,2.417459319338487,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,4.75,3.083333333333333,Quantum Forge,22.65625,Lumeon Strategies,21.77777777777778,Aurora Axis,20.583333333333332,PeakVista Partners,3,2.072916666666668,150,750
487,30,30,30,2.8251587301587295,0.7678782901808829,-0.5546948851428414,-0.7667652918103731,2.399386201788587,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.0,2.666666666666667,Orion Synergy,21.875,DeltaBloom Group,18.75,EverVault Enterprises,18.666666666666668,HydraFlux Labs,3,3.208333333333332,150,750
488,30,30,30,3.0454629629629637,0.7200806938311441,-0.1576061977089272,-0.6840765242131095,2.4438800818774946,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.2,2.866666666666667,ZenithWorks,24.11111111111111,PrismPoint Studios,21.09375,Catalyst Core,21.0,Crimson Arc Media,3,3.1111111111111107,150,750
489,30,30,30,3.0288492063492063,0.720387278484824,0.147684041502033,0.5446910015147202,2.2405512328738317,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.3333333333333333,5.0,3.666666666666667,FusionBridge Networks,25.575,Catalyst Core,17.96875,Apexion Innovations,17.285714285714285,PeakVista Partners,3,8.289285714285715,150,750
490,30,30,30,3.1246825396825395,0.7557741280487617,0.4121260574432982,-0.06344820682447816,2.5719505165357166,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.875,5.0,3.125,Nimbus Nexus,25.78125,Solaris Systems,21.0,LuxeLoom Enterprises,19.0,EverVault Enterprises,3,6.78125,150,750
491,30,30,30,2.948809523809524,0.6659593044342195,-0.09084574574972115,-0.9174581567146536,2.4397816466636906,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.0,2.333333333333333,PrismPoint Studios,22.785714285714285,BlueFern BioTech,20.583333333333332,IronClad Systems,18.857142857142858,EchoSphere Analytics,3,3.928571428571427,150,750
492,30,30,30,2.9885978835978833,0.593495207921999,0.7929515353585589,0.48842928294725185,2.1671334858609224,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,4.666666666666667,2.666666666666667,Catalyst Core,21.214285714285715,HarborWay Holdings,20.3125,Quantum Forge,18.75,BlueFern BioTech,4,2.4642857142857153,150,750
493,30,30,30,3.018280423280423,0.6193435557501755,0.1623455308049469,-0.9164955061285394,2.263061504480175,0,0.0,0,0.0,0,0.0,1.8,4.0,2.2,Catalyst Core,20.3125,Magnetar Innovations,20.3125,PrismPoint Studios,19.642857142857142,PeakVista Partners,3,0.6696428571428577,150,750
494,30,30,30,2.90994708994709,0.6972919619333975,-0.5217933324333396,0.17015879639763343,2.4811939311696194,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.222222222222222,3.2222222222222223,EchoSphere Analytics,24.025,Nebula Dynamics,20.925,Apexion Innovations,19.642857142857142,Vortex Venture Group,4,4.382142857142856,150,750
495,30,30,30,2.9596560846560847,0.6513553948468728,-0.40830752927512165,-0.5278645931380224,2.3357096652829434,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.0,2.333333333333333,Orion Synergy,25.575,Magnetar Innovations,24.11111111111111,Crimson Arc Media,21.77777777777778,TitanEdge Consulting,4,3.7972222222222207,150,750
496,30,30,30,3.017777777777778,0.5945941702213997,0.21078255427129852,-0.3983008362155491,2.251932579217033,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.8,4.333333333333333,2.533333333333333,Solaris Systems,21.0,BlueFern BioTech,18.208333333333332,Aurora Axis,18.071428571428573,Orion Synergy,4,2.928571428571427,150,750
497,30,30,30,3.0271693121693124,0.7317353200599374,-0.38029854855026785,0.20721863445787525,2.4980685120588384,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.5,3.166666666666667,TitanEdge Consulting,25.0,Nebula Dynamics,21.77777777777778,PrismPoint Studios,18.857142857142858,Magnetar Innovations,4,6.142857142857142,150,750
498,30,30,30,3.013035113035113,0.6296215229371728,0.00888641024945707,-0.37241301868284893,2.2341969466957172,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,TitanEdge Consulting,30.136363636363637,DeltaBloom Group,24.11111111111111,Cobalt Circuitry,23.895833333333332,EverVault Enterprises,3,6.2405303030303045,150,750
499,30,30,30,2.9592857142857136,0.6428252784577927,-0.5368376133916074,0.4232703440927086,2.2098036161670764,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.3333333333333333,4.4,3.0666666666666673,Solaris Systems,20.428571428571427,LuxeLoom Enterprises,18.208333333333332,Ascendify Technologies,17.96875,TitanEdge Consulting,4,2.459821428571427,150,750
500,30,30,30,3.0071296296296297,0.5613357512966473,-0.5389483389336474,0.00972002867694588,1.9614063297218427,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.6666666666666667,4.2,2.533333333333333,Orion Synergy,24.11111111111111,Nebula Dynamics,19.0,TerraNova Solutions,18.071428571428573,Vertex Valley Ventures,3,6.039682539682538,150,750
501,30,30,30,2.9890608465608466,0.783759953109464,0.44811655395479405,-0.1650693790784059,2.53624341298306,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,5.0,3.333333333333333,Cobalt Circuitry,22.555555555555557,HarborWay Holdings,19.0,Apexion Innovations,18.208333333333332,PrismPoint Studios,3,4.347222222222225,150,750
502,30,30,30,2.9644444444444447,0.6937116133301616,-0.435569298538607,-0.169340755568808,2.1594777826895117,3,10.0,3,10.0,0,0.0,1.5,4.2,2.7,Solaris Systems,23.25,StellarPath Logistics,21.0,TerraNova Solutions,20.583333333333332,HydraFlux Labs,3,2.666666666666668,150,750
503,30,30,30,3.02484126984127,0.715455109779326,0.11336138626001646,0.050042142002205026,2.4811939311696194,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.6,3.2666666666666666,LuxeLoom Enterprises,25.575,HarborWay Holdings,22.65625,Cobalt Circuitry,22.0,EchoSphere Analytics,4,3.5749999999999993,150,750
504,30,30,30,3.0597871572871567,0.8215503504321044,-0.23376746810798193,-0.015054643702128612,2.524092480429718,4,13.333333333333334,3,10.0,1,3.3333333333333335,1.5,5.0,3.5,PeakVista Partners,34.875,EverVault Enterprises,26.272727272727273,Nebula Dynamics,18.071428571428573,PeakVista Partners,3,16.803571428571427,150,750
505,30,30,30,3.0604365079365077,0.7940380216057705,0.44101766224294325,0.06692607118890992,2.5546097612655663,2,6.666666666666667,0,0.0,2,6.666666666666667,1.5,5.0,3.5,Apexion Innovations,25.78125,PrismPoint Studios,20.3125,LuxeLoom Enterprises,18.857142857142858,HydraFlux Labs,3,6.924107142857142,150,750
506,30,30,30,2.9104629629629626,0.8118291203012694,-0.30066696166754575,-0.10391337095320718,2.52742132943338,0,0.0,0,0.0,0,0.0,1.0,4.5,3.5,Lumeon Strategies,21.875,LuxeLoom Enterprises,19.444444444444443,PrismPoint Studios,18.75,TitanEdge Consulting,3,3.125,150,750
507,30,30,30,2.9774603174603174,0.6941995214350083,0.7036379378229618,0.7022823005891348,2.3124807982156095,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Catalyst Core,25.4375,Lumeon Strategies,23.333333333333332,Magnetar Innovations,20.3125,HydraFlux Labs,4,5.125,150,750
508,30,30,30,3.035396825396825,0.5938080387620759,0.8382633941080638,1.4201108622513443,2.073766646952153,2,6.666666666666667,0,0.0,2,6.666666666666667,1.8333333333333333,4.666666666666667,2.833333333333334,Quantum Forge,23.333333333333332,LuxeLoom Enterprises,20.3125,HydraFlux Labs,19.791666666666668,Orion Synergy,3,3.5416666666666643,150,750
509,30,30,30,3.108690476190476,0.691872094046313,0.49922480640448896,0.7009907267934143,2.394949047732144,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6,5.0,3.4,Crimson Arc Media,24.8,StellarPath Logistics,21.875,EverVault Enterprises,17.6,Crimson Arc Media,4,7.199999999999999,150,750
510,30,30,29,2.993787629994527,0.7168005679609457,-0.4265832778690714,-0.8745749263133824,2.419938774291791,0,0.0,0,0.0,0,0.0,1.6,4.0,2.4,Solaris Systems,24.11111111111111,StellarPath Logistics,20.22222222222222,Nebula Dynamics,19.444444444444443,Nimbus Nexus,3,4.666666666666668,150,750
511,30,30,30,3.060859788359788,0.8549420138323774,-0.3262488184069713,0.3565148195417587,2.6037711312818237,4,13.333333333333334,3,10.0,1,3.3333333333333335,1.0,5.0,4.0,TerraNova Solutions,24.357142857142858,Catalyst Core,21.0,DeltaBloom Group,20.428571428571427,Solaris Systems,3,3.9285714285714306,150,750
512,30,30,30,2.975846560846561,0.6902591242860696,0.30094183702192406,-0.7662880183389067,2.3962578842815194,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.333333333333333,2.666666666666666,StellarPath Logistics,24.11111111111111,Nimbus Nexus,18.208333333333332,HarborWay Holdings,18.071428571428573,IronClad Systems,4,6.039682539682538,150,750
513,30,30,30,3.0553968253968256,0.6335334847037422,0.33283354504688145,-0.4838825450890112,2.311941547876375,0,0.0,0,0.0,0,0.0,2.0,4.6,2.5999999999999996,Nebula Dynamics,29.291666666666668,Vortex Venture Group,19.642857142857142,Quantum Forge,18.208333333333332,Magnetar Innovations,4,11.083333333333336,150,750
514,30,30,30,2.936944444444444,0.7221638614567712,0.23159285003532973,-0.5651047790192489,2.4892464285091584,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,Crimson Arc Media,22.0,Vertex Valley Ventures,18.857142857142858,TerraNova Solutions,18.071428571428573,Vortex Venture Group,3,3.928571428571427,150,750
515,30,30,30,2.9992255892255897,0.5658792618328911,-0.2615411115938597,-0.27667729374005656,2.222815600352516,0,0.0,0,0.0,0,0.0,1.75,4.25,2.5,LuxeLoom Enterprises,24.727272727272727,HydraFlux Labs,24.11111111111111,PeakVista Partners,22.40909090909091,HarborWay Holdings,3,2.3181818181818166,150,750
516,30,30,30,2.9716534391534397,0.6084472335907362,0.20163581049847695,-0.8230901431478213,2.206238928653389,0,0.0,0,0.0,0,0.0,2.0,4.25,2.25,LuxeLoom Enterprises,24.11111111111111,Ascendify Technologies,23.333333333333332,Quantum Forge,21.09375,Nebula Dynamics,4,3.0173611111111107,150,750
517,30,30,30,3.0297751322751325,0.6853268541873657,-0.004007671898371524,-0.7975008730149749,2.4131324651707384,0,0.0,0,0.0,0,0.0,1.75,4.4,2.6500000000000004,Orion Synergy,25.78125,Crimson Arc Media,24.11111111111111,Ascendify Technologies,24.11111111111111,EchoSphere Analytics,4,1.6701388888888893,150,750
518,30,30,30,3.0174867724867727,0.5756127211581632,-0.07030262095842146,-0.6312267235515394,2.0660528684552535,0,0.0,0,0.0,0,0.0,2.0,4.2,2.2,Vortex Venture Group,28.520833333333332,Nebula Dynamics,22.65625,HydraFlux Labs,19.444444444444443,EverVault Enterprises,3,9.07638888888889,150,750
519,30,30,30,2.9066666666666663,0.7769928241267329,-0.10391562747246204,-0.5729196281647018,2.552584246172162,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.5,3.166666666666667,BlueFern BioTech,22.555555555555557,Aurora Axis,20.428571428571427,LuxeLoom Enterprises,19.642857142857142,Cobalt Circuitry,3,2.912698412698415,150,750
520,30,30,30,3.0590019240019246,0.7507486486012156,0.44981030380325754,-0.8987612786825143,2.452702165427174,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,IronClad Systems,29.363636363636363,Lumeon Strategies,23.333333333333332,PeakVista Partners,20.428571428571427,Nimbus Nexus,2,8.935064935064936,150,750
521,30,30,30,2.9391137566137564,0.690355746377451,-0.6021760254303703,0.7924753992580755,2.2392933870736065,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.333333333333333,3.333333333333333,Quantum Forge,24.025,Vertex Valley Ventures,23.333333333333332,HarborWay Holdings,21.77777777777778,HydraFlux Labs,3,2.24722222222222,150,750
522,30,30,30,3.008716931216932,0.5599012431379405,-0.545936569780017,0.30596404902536145,2.181650569267271,2,6.666666666666667,2,6.666666666666667,0,0.0,1.6666666666666667,4.0,2.333333333333333,Magnetar Innovations,21.77777777777778,LuxeLoom Enterprises,21.7,DeltaBloom Group,21.09375,DeltaBloom Group,4,0.6840277777777786,150,750
523,30,30,30,3.1065079365079367,0.7372596866457816,0.3319294241728769,0.08053130829963351,2.4125932148315044,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.7,5.0,3.3,Quantum Forge,33.325,LuxeLoom Enterprises,21.0,DeltaBloom Group,19.642857142857142,BlueFern BioTech,3,13.68214285714286,150,750
524,30,30,30,3.015132275132275,0.7306443040723538,0.5349053309713866,0.0835192101794675,2.4668786130739218,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.8333333333333333,5.0,3.166666666666667,EchoSphere Analytics,21.7,Cobalt Circuitry,19.791666666666668,FusionBridge Networks,17.416666666666668,Catalyst Core,2,4.283333333333331,150,750
525,30,30,30,3.0031746031746036,0.7383848851372455,-0.4725095762920093,0.6712969926771462,2.557543733018063,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.5,3.5,LuxeLoom Enterprises,31.775,EverVault Enterprises,21.09375,Aurora Axis,19.642857142857142,LuxeLoom Enterprises,3,12.132142857142856,150,750
526,30,30,29,3.05303776683087,0.7196215308118517,0.7469371763502678,0.8820183403711841,2.326052651499277,5,17.24137931034483,2,6.896551724137931,3,10.344827586206897,1.75,5.0,3.25,Ascendify Technologies,22.354166666666668,TerraNova Solutions,21.875,PrismPoint Studios,19.53125,Apexion Innovations,4,2.822916666666668,150,750
527,30,30,30,2.928492063492064,0.6393125661483902,-0.41140389128010035,-0.3908672338892418,2.3431369495004097,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,IronClad Systems,24.88888888888889,Catalyst Core,23.125,HarborWay Holdings,21.77777777777778,Aurora Axis,3,3.1111111111111107,150,750
528,30,30,30,3.0733201058201063,0.6659385328531806,0.40922575754005514,0.717036197806546,2.442622236077269,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.8333333333333333,5.0,3.166666666666667,Orion Synergy,28.77777777777778,HydraFlux Labs,21.214285714285715,Nebula Dynamics,19.791666666666668,Aurora Axis,3,8.98611111111111,150,750
529,30,30,30,2.988571428571428,0.7198626595936538,-0.35975939676585234,0.21566685534624686,2.38054226421449,0,0.0,0,0.0,0,0.0,1.0,4.333333333333333,3.333333333333333,HydraFlux Labs,25.666666666666668,Catalyst Core,21.09375,TerraNova Solutions,18.208333333333332,FusionBridge Networks,5,7.458333333333336,150,750
530,30,30,30,3.006693121693121,0.5723633845113971,-0.05627513410843066,-0.5785284246997691,2.186035498760508,0,0.0,0,0.0,0,0.0,1.75,4.2,2.45,Crimson Arc Media,24.11111111111111,Catalyst Core,23.333333333333332,ZenithWorks,22.0,EchoSphere Analytics,4,2.1111111111111107,150,750
531,30,30,30,2.9371693121693125,0.6532930480575708,0.12826250941945788,-0.8615330348950918,2.3587081964793706,0,0.0,0,0.0,0,0.0,1.75,4.25,2.5,Crimson Arc Media,24.8,BlueFern BioTech,21.214285714285715,Nebula Dynamics,20.3125,Aurora Axis,3,4.487500000000001,150,750
532,30,30,30,3.0116269841269836,0.7423497251629338,0.06096267532317482,1.3390379457978598,2.372253928364927,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,BlueFern BioTech,24.8,Nebula Dynamics,19.53125,PeakVista Partners,18.857142857142858,HydraFlux Labs,3,5.942857142857143,150,750
533,30,30,30,2.9079497354497352,0.7250854523980628,-0.40056052099059636,0.3332262865455693,2.3731149799970237,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.2,3.2,FusionBridge Networks,19.791666666666668,Crimson Arc Media,18.071428571428573,Magnetar Innovations,17.88888888888889,IronClad Systems,4,1.9027777777777786,150,750
534,30,30,30,3.064810004810005,0.7598252424582742,1.0511566372871635,0.7328452547864615,2.226281402888167,2,6.666666666666667,0,0.0,2,6.666666666666667,2.0,5.0,3.0,PrismPoint Studios,21.875,Aurora Axis,20.09090909090909,Vortex Venture Group,19.444444444444443,Lumeon Strategies,3,2.430555555555557,150,750
535,30,30,30,3.053669108669108,0.7190282871927871,1.0357068392396278,1.2155243435150105,2.097534764358721,2,6.666666666666667,0,0.0,2,6.666666666666667,2.0,5.0,3.0,Magnetar Innovations,26.923076923076923,Catalyst Core,24.11111111111111,Cobalt Circuitry,20.22222222222222,Solaris Systems,2,6.700854700854702,150,750
536,30,30,30,3.0859126984126988,0.6571772250138052,0.7111774728501137,0.5913799169700553,2.303889050536836,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Cobalt Circuitry,23.25,Nimbus Nexus,21.214285714285715,Vertex Valley Ventures,20.15,Nebula Dynamics,3,3.1000000000000014,150,750
537,30,30,30,3.009748677248678,0.6005140927954801,0.05054931165709019,-1.010534548708537,2.30558726169826,0,0.0,0,0.0,0,0.0,1.75,4.0,2.25,Orion Synergy,21.875,Apexion Innovations,21.09375,StellarPath Logistics,16.625,Lumeon Strategies,3,5.25,150,750
538,30,30,30,2.9766402116402118,0.7330587948200522,-0.14021213685653552,1.3152273065099553,2.3791474648822764,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,Ascendify Technologies,25.666666666666668,Crimson Arc Media,20.22222222222222,HarborWay Holdings,19.53125,Crimson Arc Media,4,6.135416666666668,150,750
539,30,30,30,3.0757142857142856,0.6999448336970555,0.3669668747772126,-0.20931323586764838,2.4565647621309536,0,0.0,0,0.0,0,0.0,1.8,4.666666666666667,2.866666666666667,Crimson Arc Media,28.0,BlueFern BioTech,18.071428571428573,PeakVista Partners,17.285714285714285,FusionBridge Networks,4,10.714285714285715,150,750
540,30,30,30,3.0609920634920638,0.8109409679670505,-0.03600430526742237,-0.04635447194777287,2.5348486136508463,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.5,5.0,3.5,Cobalt Circuitry,21.375,Quantum Forge,19.791666666666668,Lumeon Strategies,19.791666666666668,DeltaBloom Group,3,1.5833333333333321,150,750
541,30,30,29,3.1138752052545158,0.7040731525977235,0.19033026996663602,0.34912095541473365,2.439395978320068,2,6.896551724137931,1,3.4482758620689653,1,3.4482758620689653,1.4,4.666666666666667,3.266666666666667,Solaris Systems,23.4375,TerraNova Solutions,23.333333333333332,StellarPath Logistics,21.7,Magnetar Innovations,3,1.7375000000000007,150,750
542,30,30,30,3.0674867724867725,0.7371087303751636,0.5005819228372219,-0.5241408003366299,2.560102995811584,0,0.0,0,0.0,0,0.0,1.8,4.666666666666667,2.866666666666667,Aurora Axis,21.875,PeakVista Partners,21.77777777777778,Magnetar Innovations,19.642857142857142,LuxeLoom Enterprises,3,2.2321428571428577,150,750
543,30,30,30,3.046719576719577,0.6935750789054241,0.033745057254845,-0.5630670988819988,2.519368832093841,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,Solaris Systems,27.125,HydraFlux Labs,20.3125,EchoSphere Analytics,19.642857142857142,Solaris Systems,4,7.482142857142858,150,750
544,30,30,30,2.958581048581048,0.7051079259430035,-0.9293817476942331,0.3495680311012763,2.2131324651707387,3,10.0,3,10.0,0,0.0,1.0,4.0,3.0,EchoSphere Analytics,23.571428571428573,Nimbus Nexus,20.22222222222222,Vortex Venture Group,19.791666666666668,Vortex Venture Group,5,3.779761904761905,150,750
545,30,30,29,2.9667301089714884,0.6380947137030549,0.5038913641163362,-0.37911160330961646,2.3149256171325914,1,3.4482758620689653,0,0.0,1,3.4482758620689653,2.0,4.5,2.5,EverVault Enterprises,25.5,BlueFern BioTech,23.4375,Nebula Dynamics,20.09090909090909,Crimson Arc Media,2,5.40909090909091,150,750
546,30,30,30,2.984854497354497,0.7324935645263038,-0.5137102391639966,-0.13234394818909445,2.3445317488326234,0,0.0,0,0.0,0,0.0,1.0,4.0,3.0,Magnetar Innovations,25.0,FusionBridge Networks,22.475,Aurora Axis,19.0,Magnetar Innovations,3,6.0,150,750
